Umag,Bmag,Vmag,Imag,U-B,B-V,UV
17.301,15.585,13.816,10.54,1.716,1.769,4
18.775,17.059,15.492,13.801,1.716,1.567,4
17.326,15.61,13.925,11.268,1.716,1.685,0
18.209,16.493,14.903,13.351,1.716,1.59,4
18.25,16.534,14.944,13.503,1.716,1.59,4
18.11,16.393,14.665,12.966,1.717,1.728,0
18.218,16.501,14.931,13.406,1.717,1.57,4
18.485,16.768,15.107,13.555,1.717,1.661,0
18.408,16.691,15.309,13.929,1.717,1.382,4
17.403,15.685,14.112,12.697,1.718,1.573,4
17.291,15.573,13.94,11.574,1.718,1.633,4
17.32,15.602,13.956,12.272,1.718,1.646,3
18.201,16.483,14.82,13.311,1.718,1.663,0
18.86,17.142,15.398,13.684,1.718,1.744,0
18.583,16.865,15.326,13.877,1.718,1.539,4
18.037,16.318,14.672,13.09,1.719,1.646,4
16.223,14.504,12.616,10.145,1.719,1.888,4
17.073,15.354,13.646,11.868,1.719,1.708,0
18.355,16.636,14.961,13.289,1.719,1.675,4
18.631,16.912,15.422,13.982,1.719,1.49,4
15.723,14.004,12.126,99.999,1.719,1.878,2
17.08,15.36,13.58,11.912,1.72,1.78,4
18.59,16.87,15.219,13.651,1.72,1.651,4
18.737,17.017,15.485,13.94,1.72,1.532,4
19.067,17.347,15.701,14.089,1.72,1.646,4
18.289,16.569,14.969,13.097,1.72,1.6,0
17.724,16.003,14.307,12.467,1.721,1.696,0
17.986,16.265,14.741,13.33,1.721,1.524,4
18.276,16.555,15.025,13.489,1.721,1.53,4
18.392,16.671,15.176,13.771,1.721,1.495,0
18.451,16.73,15.193,13.81,1.721,1.537,0
17.923,16.201,14.687,13.016,1.722,1.514,0
18.111,16.389,14.828,13.048,1.722,1.561,0
18.56,16.837,15.329,13.918,1.723,1.508,4
18.904,17.181,15.531,13.991,1.723,1.65,4
17.928,16.205,14.734,13.284,1.723,1.471,4
18.224,16.5,15.019,13.604,1.724,1.481,0
18.695,16.971,15.448,13.884,1.724,1.523,4
18.714,16.989,15.345,13.352,1.725,1.644,4
18.146,16.421,14.958,13.504,1.725,1.463,4
18.3,16.575,15.145,13.662,1.725,1.43,4
17.487,15.761,14.163,12.604,1.726,1.598,4
17.933,16.207,14.457,12.677,1.726,1.75,0
17.933,16.207,14.595,13.012,1.726,1.612,0
17.968,16.242,14.665,13.033,1.726,1.577,4
18.157,16.431,14.991,13.486,1.726,1.44,0
18.34,16.614,15.1,13.833,1.726,1.514,4
17.324,15.598,13.696,11.581,1.726,1.902,4
17.649,15.923,14.346,99.999,1.726,1.577,2
17.966,16.24,14.678,13.197,1.726,1.562,4
17.77,16.043,14.393,12.873,1.727,1.65,4
18.155,16.428,14.814,13.2,1.727,1.614,4
18.103,16.376,14.895,13.444,1.727,1.481,4
18.587,16.86,15.337,13.83,1.727,1.523,4
18.485,16.758,15.248,13.845,1.727,1.51,4
18.098,16.37,14.8,13.275,1.728,1.57,0
18.682,16.954,15.398,13.972,1.728,1.556,4
16.744,15.016,13.416,11.755,1.728,1.6,1
17.689,15.961,14.335,12.795,1.728,1.626,4
16.099,14.371,12.439,99.999,1.728,1.932,4
18.393,16.665,15.108,13.586,1.728,1.557,0
18.771,17.043,15.545,13.925,1.728,1.498,4
16.973,15.244,13.366,11.218,1.729,1.878,4
18.055,16.326,14.765,13.1,1.729,1.561,0
18.179,16.45,14.936,13.332,1.729,1.514,4
18.366,16.637,15.038,13.391,1.729,1.599,4
18.342,16.613,15.116,13.575,1.729,1.497,4
18.683,16.954,15.324,13.781,1.729,1.63,4
17.969,16.24,14.444,12.518,1.729,1.796,0
18.716,16.987,15.453,13.795,1.729,1.534,0
18.033,16.303,14.794,13.213,1.73,1.509,0
17.406,15.675,14.03,12.01,1.731,1.645,4
17.839,16.108,14.525,13.055,1.731,1.583,4
18.301,16.57,14.935,13.419,1.731,1.635,4
18.386,16.655,15.055,13.68,1.731,1.6,0
18.436,16.705,15.094,13.311,1.731,1.611,4
18.279,16.548,15.074,13.557,1.731,1.474,2
16.869,15.137,12.998,9.604,1.732,2.139,4
17.732,16,14.467,12.977,1.732,1.533,4
18.399,16.667,15.063,13.526,1.732,1.604,4
18.211,16.478,15.148,13.517,1.733,1.33,0
17.724,15.991,14.299,12.275,1.733,1.692,0
18.281,16.548,15.131,13.705,1.733,1.417,4
18.421,16.688,15.288,13.738,1.733,1.4,4
19.127,17.394,15.685,13.892,1.733,1.709,4
18.387,16.654,15.212,14.079,1.733,1.442,4
17.799,16.065,14.472,12.729,1.734,1.593,0
17.834,16.1,14.37,12.806,1.734,1.73,4
18.241,16.507,15.074,13.53,1.734,1.433,4
18.252,16.518,15.104,13.99,1.734,1.414,4
16.525,14.791,13.072,99.999,1.734,1.719,1
18.202,16.468,14.795,13.204,1.734,1.673,4
17.383,15.648,14.14,12.841,1.735,1.508,4
17.865,16.13,14.419,12.929,1.735,1.711,0
18.334,16.599,14.998,13.355,1.735,1.601,0
18.377,16.642,15.18,13.766,1.735,1.462,0
17.887,16.151,14.556,12.963,1.736,1.595,4
18.084,16.348,14.702,13.079,1.736,1.646,4
18.019,16.282,14.575,12.816,1.737,1.707,4
17.751,16.014,14.363,12.939,1.737,1.651,4
18.69,16.953,15.366,13.947,1.737,1.587,4
17.806,16.068,14.672,13.079,1.738,1.396,4
18.282,16.544,14.983,13.63,1.738,1.561,0
18.53,16.792,15.264,13.79,1.738,1.528,4
17.482,15.743,14.187,12.095,1.739,1.556,4
16.813,15.074,13.246,99.999,1.739,1.828,0
17.023,15.284,13.366,99.999,1.739,1.918,4
17.497,15.758,14.088,12.492,1.739,1.67,4
17.86,16.121,14.435,13.155,1.739,1.686,4
16.943,15.204,13.446,99.999,1.739,1.758,4
18.167,16.428,14.699,99.999,1.739,1.729,4
17.609,15.869,14.233,12.473,1.74,1.636,4
17.969,16.229,14.406,12.5,1.74,1.823,4
18.478,16.738,15.34,13.945,1.74,1.398,0
17.778,16.037,14.412,12.746,1.741,1.625,4
17.706,15.965,14.344,13.004,1.741,1.621,4
18.293,16.552,14.99,13.56,1.741,1.562,0
18.588,16.847,15.396,13.908,1.741,1.451,4
17.819,16.077,14.35,12.271,1.742,1.727,0
17.827,16.085,14.414,12.92,1.742,1.671,0
18.704,16.962,15.437,13.88,1.742,1.525,4
18.27,16.528,14.927,13.927,1.742,1.601,0
18.901,17.159,15.517,14,1.742,1.642,4
18.948,17.206,15.704,14.122,1.742,1.502,4
17.458,15.715,14.044,12.365,1.743,1.671,4
17.772,16.029,14.358,12.561,1.743,1.671,4
18.61,16.867,15.249,13.839,1.743,1.618,4
17.378,15.635,13.967,12.414,1.743,1.668,4
17.105,15.362,13.777,99.999,1.743,1.585,4
18.547,16.804,15.172,13.888,1.743,1.632,4
18.255,16.511,15.026,13.632,1.744,1.485,4
16.671,14.927,12.74,99.999,1.744,2.187,4
18.045,16.301,14.709,13.112,1.744,1.592,0
17.927,16.182,14.477,12.773,1.745,1.705,4
18.03,16.285,14.583,12.982,1.745,1.702,4
18.401,16.656,15.069,13.461,1.745,1.587,4
17.865,16.119,14.487,12.984,1.746,1.632,0
17.314,15.568,13.854,12.298,1.746,1.714,4
18.068,16.322,14.888,13.026,1.746,1.434,3
18.545,16.799,15.019,13.181,1.746,1.78,4
18.545,16.799,15.253,13.826,1.746,1.546,4
18.765,17.019,15.472,14.015,1.746,1.547,4
16.205,14.457,12.692,99.999,1.748,1.765,4
17.598,15.85,14.154,11.18,1.748,1.696,4
18.299,16.551,14.766,13.004,1.748,1.785,4
18.439,16.691,15.109,13.493,1.748,1.582,4
18.579,16.831,15.326,13.822,1.748,1.505,4
16.863,15.114,13.156,10.431,1.749,1.958,4
18.403,16.654,15.044,13.4,1.749,1.61,4
18.519,16.77,15.266,13.668,1.749,1.504,4
17.143,15.394,13.536,11.191,1.749,1.858,4
18.181,16.432,14.756,12.12,1.749,1.676,4
17.806,16.057,14.406,12.947,1.749,1.651,0
18.138,16.389,14.786,13.165,1.749,1.603,3
18.137,16.387,14.746,13.208,1.75,1.641,3
18.473,16.723,15.159,13.854,1.75,1.564,0
18.722,16.972,15.381,13.929,1.75,1.591,4
18.612,16.861,15.295,13.76,1.751,1.566,0
17.661,15.91,13.961,11.501,1.751,1.949,4
17.829,16.077,14.431,12.858,1.752,1.646,0
17.065,15.313,13.61,11.753,1.752,1.703,4
17.457,15.705,14.121,12.598,1.752,1.584,4
18.434,16.682,15.205,13.748,1.752,1.477,4
18.453,16.7,15.127,13.611,1.753,1.573,3
18.715,16.962,15.444,13.882,1.753,1.518,4
17.88,16.126,14.328,11.732,1.754,1.798,4
18.112,16.358,14.61,13.286,1.754,1.748,4
18.557,16.802,15,13.467,1.755,1.802,4
17.418,15.663,14.14,99.999,1.755,1.523,4
17.689,15.934,14.637,13.178,1.755,1.297,4
18.609,16.854,15.384,13.91,1.755,1.47,4
17.453,15.697,14.003,12.333,1.756,1.694,0
17.979,16.223,14.735,13.235,1.756,1.488,0
18.221,16.465,14.84,13.331,1.756,1.625,4
18.354,16.598,15.075,13.719,1.756,1.523,4
16.718,14.962,13.152,99.999,1.756,1.81,4
18.048,16.291,14.688,12.844,1.757,1.603,4
17.695,15.938,14.119,12.619,1.757,1.819,0
18.346,16.589,14.905,13.106,1.757,1.684,4
18.681,16.924,15.378,13.907,1.757,1.546,4
18.716,16.959,15.462,13.934,1.757,1.497,4
17.181,15.424,13.656,99.999,1.757,1.768,4
17.269,15.511,13.804,12.038,1.758,1.707,1
17.61,15.852,14.074,12.439,1.758,1.778,4
18.05,16.292,14.658,13.231,1.758,1.634,4
18.383,16.625,15.015,13.411,1.758,1.61,4
18.146,16.388,14.759,13.528,1.758,1.629,4
18.621,16.863,15.349,14.013,1.758,1.514,4
16.989,15.231,13.634,10.399,1.758,1.597,4
17.44,15.682,14.082,12.421,1.758,1.6,4
18.734,16.976,15.39,13.861,1.758,1.586,4
16.733,14.974,13.126,10.969,1.759,1.848,4
17.765,16.006,14.411,12.805,1.759,1.595,4
17.992,16.233,14.741,13.291,1.759,1.492,4
17.615,15.855,14.153,12.395,1.76,1.702,0
18.11,16.35,14.681,12.78,1.76,1.669,4
18.531,16.771,15.101,13.72,1.76,1.67,4
18.775,17.015,15.333,13.959,1.76,1.682,4
16.362,14.601,13.003,9.329,1.761,1.598,0
17.365,15.604,13.897,12.257,1.761,1.707,0
17.945,16.184,14.623,13.016,1.761,1.561,4
18.476,16.715,15.112,13.016,1.761,1.603,0
18.131,16.37,14.701,13.281,1.761,1.669,0
18.171,16.41,14.991,13.417,1.761,1.419,0
17.65,15.888,14.277,12.67,1.762,1.611,4
17.375,15.613,14.006,10.76,1.762,1.607,4
17.621,15.858,14.152,12.301,1.763,1.706,4
17.525,15.762,14.091,12.341,1.763,1.671,0
17.644,15.881,14.179,12.482,1.763,1.702,4
17.621,15.858,14.187,12.721,1.763,1.671,0
17.353,15.59,13.691,11.58,1.763,1.899,4
17.06,15.296,13.683,11.423,1.764,1.613,2
17.279,15.515,13.838,12.419,1.764,1.677,4
18.31,16.546,15.032,13.81,1.764,1.514,4
19.08,17.316,15.657,13.981,1.764,1.659,4
17.605,15.841,14.095,12.256,1.764,1.746,4
17.643,15.879,14.16,12.58,1.764,1.719,4
18.719,16.955,15.38,14.07,1.764,1.575,4
18.591,16.826,15.063,13.306,1.765,1.763,4
18.57,16.805,15.185,13.648,1.765,1.62,0
18.137,16.371,14.816,13.4,1.766,1.555,0
18.562,16.796,15.153,13.544,1.766,1.643,4
17.546,15.779,13.808,11.845,1.767,1.971,0
18.485,16.718,15.184,13.749,1.767,1.534,4
19.303,17.536,15.826,13.897,1.767,1.71,0
18.909,17.142,15.592,14.001,1.767,1.55,4
18.193,16.426,15.021,13.653,1.767,1.405,0
18.185,16.417,14.905,13.497,1.768,1.512,4
17.283,15.515,13.938,12.396,1.768,1.577,0
17.858,16.09,14.559,13.113,1.768,1.531,0
18.734,16.966,15.382,13.907,1.768,1.584,4
17.483,15.714,14.197,11.584,1.769,1.517,4
17.564,15.795,14.278,11.846,1.769,1.517,4
17.452,15.683,14.038,12.501,1.769,1.645,4
18.393,16.624,14.857,13.213,1.769,1.767,4
18.303,16.534,14.849,13.301,1.769,1.685,4
18.088,16.319,14.994,13.587,1.769,1.325,4
17.686,15.916,14.31,12.587,1.77,1.606,4
18.223,16.453,14.636,12.686,1.77,1.817,4
18.301,16.531,14.904,13.366,1.77,1.627,4
18.3,16.53,15.077,13.582,1.77,1.453,0
18.327,16.557,14.953,13.32,1.77,1.604,4
18.58,16.809,15.108,13.615,1.771,1.701,4
17.523,15.752,14.032,12.381,1.771,1.72,4
18.421,16.65,15.072,12.765,1.771,1.578,4
18.049,16.278,14.856,13.396,1.771,1.422,4
18.93,17.159,15.59,14.072,1.771,1.569,4
17.705,15.933,14.345,12.717,1.772,1.588,0
18.206,16.434,14.842,13.177,1.772,1.592,4
18.543,16.771,15.107,13.368,1.772,1.664,4
18.686,16.914,15.218,13.729,1.772,1.696,4
18.612,16.84,15.302,13.788,1.772,1.538,4
17.174,15.402,13.652,11.97,1.772,1.75,4
17.459,15.687,13.806,99.999,1.772,1.881,4
18.251,16.479,14.87,13.246,1.772,1.609,4
17.464,15.691,14.061,12.738,1.773,1.63,0
17.479,15.706,14.025,11.907,1.773,1.681,4
18.53,16.757,15,13.37,1.773,1.757,0
18.686,16.913,15.262,13.676,1.773,1.651,0
18.688,16.914,15.208,13.659,1.774,1.706,4
18.455,16.681,15.123,13.662,1.774,1.558,0
18.912,17.138,15.446,13.733,1.774,1.692,4
17.433,15.659,13.995,10.886,1.774,1.664,0
17.96,16.186,14.856,13.398,1.774,1.33,4
18.071,16.297,14.903,13.592,1.774,1.394,4
18.556,16.782,15.227,13.708,1.774,1.555,4
17.906,16.131,14.089,11.635,1.775,2.042,4
18.279,16.504,14.954,13.406,1.775,1.55,0
18.341,16.566,15.033,13.416,1.775,1.533,0
18.444,16.668,15.056,13.458,1.776,1.612,3
18.415,16.639,15.073,13.538,1.776,1.566,4
17.155,15.378,13.66,11.873,1.777,1.718,1
18.627,16.849,15.426,13.776,1.778,1.423,3
17.496,15.718,13.839,99.999,1.778,1.879,4
16.154,14.376,12.475,10.691,1.778,1.901,2
17.553,15.775,14.124,12.393,1.778,1.651,4
16.863,15.084,13.356,9.859,1.779,1.728,4
15.133,13.354,11.806,9.972,1.779,1.548,2
16.183,14.404,12.486,10.405,1.779,1.918,0
18.485,16.706,15.017,13.37,1.779,1.689,4
18.316,16.536,14.856,13.271,1.78,1.68,4
19.141,17.361,15.658,13.963,1.78,1.703,4
17.752,15.972,14.101,12.634,1.78,1.871,4
17.202,15.422,13.762,12.213,1.78,1.66,4
18.198,16.418,14.879,13.402,1.78,1.539,0
18.78,17,15.223,13.852,1.78,1.777,4
18.834,17.054,15.468,13.924,1.78,1.586,4
17.054,15.273,13.56,12.018,1.781,1.713,4
17.831,16.05,14.261,12.568,1.781,1.789,4
18.043,16.262,14.465,12.886,1.781,1.797,4
18.345,16.564,14.94,13.659,1.781,1.624,0
18.5,16.719,15.194,13.687,1.781,1.525,4
19.069,17.288,15.729,16.365,1.781,1.559,4
18.237,16.455,14.755,13.357,1.782,1.7,4
18.177,16.395,14.915,13.437,1.782,1.48,0
18.063,16.281,14.908,99.999,1.782,1.373,4
17.935,16.152,14.45,12.753,1.783,1.702,0
20.482,18.699,17.181,14.795,1.783,1.518,0
17.741,15.958,14.269,10.911,1.783,1.689,0
18.044,16.261,14.461,12.414,1.783,1.8,0
17.853,16.07,14.622,13.071,1.783,1.448,0
18.006,16.223,14.617,99.999,1.783,1.606,4
15.837,14.053,12.142,9.722,1.784,1.911,4
17.598,15.814,13.992,11.827,1.784,1.822,4
17.891,16.107,14.387,12.718,1.784,1.72,4
16.811,15.027,13.357,11.655,1.784,1.67,4
18.733,16.948,15.164,12.424,1.785,1.784,4
17.674,15.889,14.291,12.732,1.785,1.598,4
18.066,16.281,14.519,12.743,1.785,1.762,4
18.042,16.257,14.77,13.221,1.785,1.487,0
18.374,16.589,14.981,13.236,1.785,1.608,0
18.524,16.739,15.217,13.623,1.785,1.522,4
18.809,17.024,15.411,13.807,1.785,1.613,0
18.799,17.014,15.433,14.026,1.785,1.581,4
18.025,16.239,14.553,13.065,1.786,1.686,4
18.217,16.431,14.907,13.449,1.786,1.524,0
19.043,17.257,15.507,13.78,1.786,1.75,4
18.272,16.486,15.073,13.796,1.786,1.413,0
17.453,15.667,13.979,12.474,1.786,1.688,4
17.017,15.231,13.4,99.999,1.786,1.831,4
17.608,15.822,14.154,12.433,1.786,1.668,4
18.555,16.769,15.109,13.647,1.786,1.66,0
18.494,16.708,15.171,13.747,1.786,1.537,4
18.083,16.296,14.599,12.992,1.787,1.697,4
18.546,16.759,15.156,13.674,1.787,1.603,0
17.995,16.208,14.696,13.216,1.787,1.512,4
18.437,16.65,15.128,13.817,1.787,1.522,4
16.97,15.182,13.146,10.878,1.788,2.036,4
16.672,14.884,13.08,11.151,1.788,1.804,3
18.189,16.401,14.855,13.433,1.788,1.546,0
18.265,16.477,14.934,13.508,1.788,1.543,0
17.786,15.998,14.176,12.505,1.788,1.822,4
18.514,16.725,15.22,13.626,1.789,1.505,4
16.613,14.824,12.946,9.333,1.789,1.878,4
17.451,15.662,14.022,12.359,1.789,1.64,4
18.106,16.317,14.506,12.107,1.789,1.811,4
18.556,16.767,15.075,12.896,1.789,1.692,4
18.452,16.663,15.073,13.604,1.789,1.59,4
16.569,14.779,12.891,11.183,1.79,1.888,4
18.267,16.477,14.754,12.982,1.79,1.723,3
17.847,16.057,14.363,12.676,1.79,1.694,4
17.821,16.031,14.403,12.844,1.79,1.628,4
17.938,16.147,14.637,13.135,1.791,1.51,4
18.571,16.78,15.197,13.566,1.791,1.583,4
17.804,16.012,14.307,12.385,1.792,1.705,4
18.094,16.302,14.604,12.93,1.792,1.698,4
17.764,15.971,14.288,12.665,1.793,1.683,4
17.901,16.108,14.626,13.021,1.793,1.482,4
18.332,16.539,15.16,13.734,1.793,1.379,0
17.171,15.378,13.615,99.999,1.793,1.763,4
17.028,15.234,13.642,11.719,1.794,1.592,0
17.817,16.023,14.201,10.126,1.794,1.822,4
18.289,16.495,14.931,13.455,1.794,1.564,4
18.601,16.807,15.205,13.809,1.794,1.602,4
18.997,17.203,15.638,14.044,1.794,1.565,4
16.757,14.963,13.256,9.746,1.794,1.707,4
16.513,14.719,12.784,99.999,1.794,1.935,4
17.798,16.003,14.522,12.741,1.795,1.481,4
17.168,15.373,13.677,10.511,1.795,1.696,4
17.225,15.43,13.355,99.999,1.795,2.075,4
18.028,16.232,14.608,12.997,1.796,1.624,4
18.45,16.654,15.04,13.544,1.796,1.614,4
18.479,16.683,15.234,13.74,1.796,1.449,0
18.851,17.055,15.447,13.861,1.796,1.608,4
17.882,16.086,14.452,12.767,1.796,1.634,0
18.882,17.086,15.446,13.783,1.796,1.64,4
17.77,15.973,14.14,12.342,1.797,1.833,0
16.785,14.988,12.963,11.377,1.797,2.025,0
17.747,15.95,14.228,12.306,1.797,1.722,0
17.48,15.683,14.024,12.329,1.797,1.659,4
18.61,16.812,15.344,13.858,1.798,1.468,4
16.464,14.666,13.049,99.999,1.798,1.617,2
16.361,14.563,12.728,99.999,1.798,1.835,0
18.649,16.851,15.373,13.901,1.798,1.478,0
17.642,15.843,14.067,12.363,1.799,1.776,0
17.909,16.11,14.508,12.486,1.799,1.602,0
18.043,16.244,14.584,13.081,1.799,1.66,4
18.313,16.514,14.719,13.304,1.799,1.795,4
18.33,16.531,14.981,13.354,1.799,1.55,4
18.304,16.505,14.964,13.551,1.799,1.541,4
18.633,16.834,15.294,13.844,1.799,1.54,4
17.126,15.327,13.408,11.446,1.799,1.919,0
17.771,15.972,14.403,13.173,1.799,1.569,0
18.592,16.792,15.309,13.823,1.8,1.483,0
16.31,14.51,12.633,10.136,1.8,1.877,4
18.223,16.423,14.624,11.68,1.8,1.799,4
17.617,15.816,14.23,11.697,1.801,1.586,4
18.256,16.455,14.774,13.13,1.801,1.681,4
18.672,16.871,15.353,13.873,1.801,1.518,4
18.124,16.322,14.529,12.62,1.802,1.793,4
17.132,15.33,13.784,11.161,1.802,1.546,4
17.527,15.725,13.932,12.06,1.802,1.793,0
18.688,16.885,15.132,13.697,1.803,1.753,4
17.177,15.374,13.456,11.457,1.803,1.918,4
18.306,16.503,15.102,13.631,1.803,1.401,4
18.512,16.709,15.305,13.862,1.803,1.404,4
18.125,16.321,14.753,13.093,1.804,1.568,0
18.2,16.396,14.737,13.204,1.804,1.659,4
18.216,16.412,14.648,13.017,1.804,1.764,4
17.85,16.046,14.431,13.105,1.804,1.615,0
18.513,16.709,15.038,13.48,1.804,1.671,4
18.425,16.621,15.103,13.492,1.804,1.518,0
17.331,15.526,13.849,12.14,1.805,1.677,4
17.57,15.765,14.296,12.614,1.805,1.469,4
18.332,16.527,14.9,13.301,1.805,1.627,4
18.447,16.642,15.151,13.757,1.805,1.491,4
17.382,15.577,13.776,11.585,1.805,1.801,4
17.754,15.949,14.261,12.601,1.805,1.688,4
18.952,17.147,15.554,13.992,1.805,1.593,4
18.579,16.773,15.294,13.761,1.806,1.479,0
18.756,16.95,15.391,14.038,1.806,1.559,4
18.602,16.795,15.274,13.633,1.807,1.521,4
18.505,16.698,15.145,13.723,1.807,1.553,0
16.251,14.444,12.443,99.999,1.807,2.001,4
18.571,16.764,15.266,13.933,1.807,1.498,4
18.369,16.561,15.191,13.479,1.808,1.37,4
18.683,16.875,15.351,14.13,1.808,1.524,4
16.923,15.114,13.236,10.939,1.809,1.878,4
17.836,16.027,14.383,12.497,1.809,1.644,4
17.639,15.83,14.358,12.805,1.809,1.472,4
16.795,14.986,13.297,9.412,1.809,1.689,4
16.763,14.954,13.066,11.067,1.809,1.888,4
18.049,16.24,14.556,12.733,1.809,1.684,0
18.267,16.458,14.933,13.412,1.809,1.525,0
18.452,16.643,15.18,13.746,1.809,1.463,0
18.605,16.796,15.349,13.822,1.809,1.447,4
16.623,14.814,12.856,99.999,1.809,1.958,3
17.322,15.512,13.84,10.339,1.81,1.672,4
17.926,16.116,14.545,13.016,1.81,1.571,4
17.855,16.044,14.402,12.814,1.811,1.642,4
17.842,16.031,14.513,12.986,1.811,1.518,4
18.194,16.383,14.786,13.292,1.811,1.597,0
18.123,16.312,14.775,13.355,1.811,1.537,4
18.384,16.573,15.222,15.119,1.811,1.351,4
16.532,14.721,12.969,99.999,1.811,1.752,4
17.923,16.111,14.533,12.739,1.812,1.578,0
17.625,15.813,14.021,10.539,1.812,1.792,4
17.758,15.946,14.319,12.58,1.812,1.627,4
18.135,16.323,14.735,13.249,1.812,1.588,4
18.044,16.231,14.5,12.767,1.813,1.731,4
18.58,16.767,14.889,13.123,1.813,1.878,4
18.128,16.315,14.899,13.418,1.813,1.416,0
17.302,15.489,13.82,99.999,1.813,1.669,3
17.805,15.992,14.377,99.999,1.813,1.615,4
17.672,15.859,14.119,11.882,1.813,1.74,0
18.263,16.45,14.729,13.192,1.813,1.721,4
18.542,16.729,15.157,13.58,1.813,1.572,4
17.56,15.746,13.928,11.951,1.814,1.818,0
17.576,15.762,14.159,12.413,1.814,1.603,4
17.947,16.133,14.464,12.531,1.814,1.669,0
18.182,16.367,14.93,13.241,1.815,1.437,0
16.75,14.935,13.407,11.68,1.815,1.528,0
17.573,15.758,14.071,12.415,1.815,1.687,4
18.221,16.406,14.729,12.859,1.815,1.677,0
17.339,15.523,13.737,99.999,1.816,1.786,2
16.528,14.711,12.73,10.674,1.817,1.981,4
17.054,15.237,13.14,10.898,1.817,2.097,4
17.829,16.012,14.329,12.397,1.817,1.683,4
18.19,16.373,14.648,12.758,1.817,1.725,4
18.195,16.378,14.482,12.992,1.817,1.896,4
18.528,16.711,15.184,13.667,1.817,1.527,4
19.092,17.275,15.532,13.873,1.817,1.743,0
18.889,17.072,15.489,14.05,1.817,1.583,4
18.636,16.818,15.088,13.195,1.818,1.73,4
17.282,15.464,13.553,11.885,1.818,1.911,3
17.279,15.461,13.747,11.891,1.818,1.714,4
17.796,15.978,14.242,12.268,1.818,1.736,4
17.05,15.232,13.51,9.883,1.818,1.722,4
17.568,15.75,13.963,12.218,1.818,1.787,1
17.005,15.186,13.484,9.755,1.819,1.702,4
17.735,15.916,14.134,10.779,1.819,1.782,4
18.13,16.311,14.557,12.54,1.819,1.754,3
18.956,17.137,15.801,13.927,1.819,1.336,4
17.021,15.202,13.522,10.037,1.819,1.68,4
18.539,16.72,15.196,13.781,1.819,1.524,0
18.074,16.255,14.468,99.999,1.819,1.787,4
17.607,15.787,13.965,12.302,1.82,1.822,4
17.281,15.461,13.887,12.437,1.82,1.574,4
18.336,16.516,14.846,12.967,1.82,1.67,4
18.361,16.541,14.908,13.619,1.82,1.633,0
18.18,16.359,14.594,12.288,1.821,1.765,4
17.925,16.104,14.508,12.98,1.821,1.596,4
18.393,16.571,14.885,13.171,1.822,1.686,4
18.066,16.244,14.653,13.172,1.822,1.591,0
17.451,15.629,14.006,11.407,1.822,1.623,0
17.31,15.486,13.669,9.991,1.824,1.817,4
18.36,16.536,14.989,13.592,1.824,1.547,4
17.636,15.812,14.149,12.401,1.824,1.663,0
17.701,15.877,14.027,99.999,1.824,1.85,0
17.925,16.1,14.398,12.676,1.825,1.702,4
18.357,16.532,15.075,13.635,1.825,1.457,4
18.378,16.553,15.315,13.913,1.825,1.238,0
17.163,15.338,13.414,14.161,1.825,1.924,4
18.243,16.417,14.694,13.177,1.826,1.723,4
19.173,17.347,15.605,13.957,1.826,1.742,4
17.343,15.517,13.92,11.975,1.826,1.597,0
17.908,16.082,14.483,12.781,1.826,1.599,0
17.975,16.149,14.671,13.049,1.826,1.478,0
18.032,16.206,14.629,13.101,1.826,1.577,4
18.163,16.337,14.804,13.169,1.826,1.533,0
17.679,15.852,14.049,11.782,1.827,1.803,4
18.15,16.323,14.789,13.198,1.827,1.534,0
17.827,16,14.337,12.493,1.827,1.663,2
18.429,16.6,14.845,12.888,1.829,1.755,0
16.403,14.574,12.616,10.634,1.829,1.958,4
16.613,14.784,12.896,99.999,1.829,1.888,4
18.206,16.377,14.663,12.634,1.829,1.714,4
18.29,16.461,14.599,12.878,1.829,1.862,4
18.744,16.915,15.341,13.889,1.829,1.574,4
18.198,16.369,14.721,99.999,1.829,1.648,0
18.255,16.425,14.777,13.235,1.83,1.648,0
18.162,16.332,14.841,13.586,1.83,1.491,4
18.357,16.527,15.088,13.594,1.83,1.439,4
18.723,16.893,15.244,13.639,1.83,1.649,4
18.365,16.535,15.028,13.697,1.83,1.507,0
17.675,15.845,14.092,12.378,1.83,1.753,4
17.083,15.252,13.563,10.068,1.831,1.689,4
17.764,15.933,14.185,12.458,1.831,1.748,0
18.328,16.497,14.868,13.165,1.831,1.629,0
18.225,16.394,14.729,13.08,1.831,1.665,4
18.271,16.439,14.81,13.436,1.832,1.629,0
17.1,15.268,13.632,99.999,1.832,1.636,4
18.365,16.532,14.861,13.566,1.833,1.671,4
17.079,15.246,13.886,10.758,1.833,1.36,0
17.471,15.638,13.904,12.006,1.833,1.734,4
18.527,16.694,15.232,14.038,1.833,1.462,4
18.176,16.342,14.625,12.956,1.834,1.717,4
18.368,16.534,15.126,13.488,1.834,1.408,4
18.62,16.786,15.237,13.725,1.834,1.549,4
17.078,15.243,13.325,99.999,1.835,1.918,4
17.067,15.232,13.263,11.327,1.835,1.969,4
17.87,16.035,14.422,12.79,1.835,1.613,4
18.373,16.538,14.934,13.027,1.835,1.604,4
18.666,16.831,15.2,13.636,1.835,1.631,4
18.399,16.564,15.061,13.655,1.835,1.503,0
18.311,16.475,14.606,12.917,1.836,1.869,4
16.884,15.048,13.327,11.847,1.836,1.721,4
